id,host_name,neighbourhood_group,neighbourhood,latitude,longitude,room_type,price,minimum_nights,number_of_reviews,last_review,reviews_per_month,calculated_host_listings_count,availability_365
3410651,José M.,,Southwark,51.48876313,-0.10294316,Private room,89,2,9,2015/3/31,1,1,134
4690934,Thea & Rafal,,Southwark,51.4253487,-0.082157653,Entire home/apt,245,1,0,,,1,118
5231260,Matt,,Southwark,51.50324914,-0.084957437,Shared room,35,1,0,,,2,13
5336881,Peter,,Southwark,51.49472596,-0.075228123,Entire home/apt,89,2,1,2015/3/11,1,4,278
4283158,Clay,,Southwark,51.50135017,-0.068057557,Entire home/apt,115,1,0,,,4,331
1558745,Fiachra,,Southwark,51.5029875,-0.103222234,Entire home/apt,98,2,21,2015/1/25,1.1,1,22
390316,Blair,,Southwark,51.50173612,-0.089078197,Private room,99,3,31,2015/1/19,1.6,1,321
5761054,Mac,,Southwark,51.5027506,-0.076144318,Private room,69,1,0,,,4,59
5773017,Thomas,,Southwark,51.47687228,-0.096444689,Private room,50,1,0,,,1,334
2584940,Vicki,,Southwark,51.4649686,-0.087106505,Entire home/apt,100,2,2,2014/12/19,0.2,1,324
5753602,Sofia,,Southwark,51.50637768,-0.105539508,Private room,80,2,0,,,1,0
2429192,Peter,,Southwark,51.50268683,-0.073352136,Entire home/apt,149,1,18,2015/2/27,1.8,4,338
5283937,Natalia,,Southwark,51.49163819,-0.054463326,Private room,20,7,0,,,1,83
4171552,Carol,,Southwark,51.49555832,-0.05772772,Private room,45,1,1,2014/11/13,0.2,1,365
4644773,Brigid,,Southwark,51.46215034,-0.058708238,Private room,35,5,0,,,1,110
3204593,John,,Southwark,51.47806694,-0.079832121,Private room,55,1,6,2015/1/4,0.6,1,365
2646098,Daniele,,Southwark,51.50044169,-0.078967446,Private room,85,1,27,2015/1/12,2.3,1,350
1786932,Marijn,,Southwark,51.50497867,-0.083093118,Entire home/apt,149,2,2,2015/1/26,0.6,1,122
4109351,Maria & Lazar,,Southwark,51.49906886,-0.045338736,Entire home/apt,90,5,0,,,1,187
4771256,Anna,,Southwark,51.50010977,-0.071738258,Private room,48,1,3,2015/3/26,3,1,340
4898341,Hugo & Brenda,,Southwark,51.48566661,-0.094373174,Entire home/apt,35,5,7,2015/4/1,2.6,7,329
5158455,Clare,,Southwark,51.43777825,-0.064143092,Private room,40,1,2,2015/3/22,2,1,364
1185876,Catherine,,Southwark,51.44922956,-0.098589663,Private room,50,2,26,2015/3/7,1.6,1,342
5285347,Darrall,,Southwark,51.50851594,-0.10727038,Entire home/apt,170,7,0,,,1,252
4395229,Massimo,,Southwark,51.50251505,-0.082286839,Entire home/apt,268,4,1,2015/1/2,0.3,2,105
4594908,Charlotte,,Southwark,51.49751198,-0.065817913,Private room,55,2,0,,,1,115
4290911,Amy,,Southwark,51.50311778,-0.104388805,Entire home/apt,105,1,27,2015/3/22,4.9,5,268
4627480,Mariel,,Southwark,51.49085516,-0.099730074,Private room,54,3,1,2015/2/22,0.7,2,318
5102102,Richard,,Southwark,51.5034221,-0.076364919,Entire home/apt,135,3,0,,,1,311
387236,Chris,,Southwark,51.49630116,-0.069424508,Entire home/apt,86,2,24,2015/3/8,0.7,1,106
1925322,Antonio,,Southwark,51.4854153,-0.096271255,Entire home/apt,240,2,9,2015/3/18,0.6,3,215
5592591,Mie,,Southwark,51.48593024,-0.088642942,Private room,50,1,0,,,1,4
4299866,Tony,,Southwark,51.48059452,-0.063680206,Private room,30,4,2,2015/3/17,1.4,1,326
1550545,Manik,,Southwark,51.50789129,-0.107983546,Entire home/apt,199,2,8,2015/2/21,0.5,5,308
1340220,Antonio,,Southwark,51.48896884,-0.09290898,Entire home/apt,420,2,37,2014/11/16,1.7,3,0
4984461,Mirian,,Southwark,51.49182416,-0.099125523,Shared room,21,1,8,2015/3/17,3.7,11,324
1181487,Alice,,Southwark,51.50261927,-0.071958767,Entire home/apt,100,2,11,2014/12/30,0.5,1,208
325198,Tasha,,Southwark,51.48019236,-0.101592404,Private room,45,2,30,2015/3/14,0.9,1,363
4002976,Andrea,,Lewisham,51.47176825,-0.021355597,Private room,32,1,0,,,2,287
1496243,Wasim,,Lewisham,51.47918578,-0.023796725,Entire home/apt,89,2,8,2014/10/4,0.9,1,344
3291283,Giovanni & Nadia,,Lewisham,51.47669566,-0.036573516,Shared room,15,3,5,2014/9/19,0.5,28,359
5652999,Giovanni & Nadia,,Lewisham,51.47547843,-0.037568918,Shared room,18,3,0,,,28,361
3190878,Giovanni & Nadia,,Lewisham,51.47601315,-0.036473804,Shared room,16,4,2,2015/2/3,0.2,28,364
1611376,Simon,,Lewisham,51.43626152,-0.051601592,Private room,29,1,21,2014/11/2,1.2,1,245
4230640,Rosalyn,,Lewisham,51.46308069,-0.0227252,Private room,40,2,2,2014/11/8,0.4,2,162
5225585,Ann,,Lewisham,51.48823139,-0.043782007,Private room,35,1,7,2015/3/23,3.9,3,72
5135039,Kuan-Wen,,Lewisham,51.48844464,-0.049315811,Entire home/apt,70,7,0,,,1,331
1023255,Tizzy,,Lewisham,51.46669757,-0.022339437,Private room,40,2,14,2014/12/21,0.6,2,344
507260,Adar,,Lewisham,51.43170781,-0.042481274,Private room,160,2,0,,,1,365
4702396,Elsie,,Hammersmith and Fulham,51.46973133,-0.190096531,Entire home/apt,175,3,0,,,1,363
4832415,Alessandro,,Islington,51.54308163,-0.116202379,Private room,70,1,0,,,1,86
3222305,Darnley Road Studios,,Hackney,51.5429933,-0.054104538,Entire home/apt,200,1,1,2014/11/15,0.2,2,364
621777,Daniela,,Haringey,51.6035331,-0.124671342,Private room,29,2,32,2015/1/2,1,5,150
5819544,Colin,,Southwark,51.50117182,-0.031744003,Private room,50,2,0,,,1,324
583074,Karen,,Ealing,51.51424646,-0.324558219,Private room,37,6,10,2014/9/7,0.4,2,365
818695,Kasia,,Ealing,51.51440629,-0.297028614,Private room,55,5,1,2014/7/1,0.1,2,336
558798,Mark,,Lambeth,51.48842115,-0.1129767,Entire home/apt,230,2,2,2014/12/14,0.1,2,365
5333717,Mirian,,Southwark,51.4845196,-0.090421155,Private room,150,1,1,2015/2/18,0.6,11,357
4707725,Amandine,,Southwark,51.50003372,-0.068320579,Entire home/apt,200,1,12,2015/4/6,4.2,1,300
4602409,Anna & Davide,,Southwark,51.49301046,-0.057554618,Private room,32,2,6,2015/2/7,1.5,3,203
503088,Martina,,Greenwich,51.48017113,-0.012023097,Entire home/apt,250,3,0,,,2,365
491508,Julia,,Wandsworth,51.47397428,-0.174927604,Entire home/apt,220,7,5,2015/2/14,0.5,2,304
1414726,Alex,,Hammersmith and Fulham,51.47265081,-0.182115488,Entire home/apt,124,5,7,2014/11/1,0.5,1,254
5108971,Ayanna,,Hounslow,51.4911828,-0.261786457,Entire home/apt,99,5,3,2015/3/24,3,1,52
5450963,Junna,,Camden,51.51759709,-0.126454266,Entire home/apt,150,2,0,,,1,89
661432,Helen,,Camden,51.55442231,-0.165081308,Entire home/apt,130,4,48,2015/2/12,1.6,4,352
5433141,Evie,,Camden,51.55279061,-0.159194962,Entire home/apt,85,1,5,2015/4/5,5,1,332
4217338,Gilles,,Tower Hamlets,51.52505787,-0.059938485,Entire home/apt,150,2,1,2014/12/5,0.2,1,119
3423924,Philip,,Wandsworth,51.46117796,-0.240297887,Entire home/apt,210,1,0,,,1,255
739384,Fabio,,Lambeth,51.48252834,-0.112567899,Private room,70,2,5,2013/11/26,0.2,1,365
1777985,Marina,,Hackney,51.53208749,-0.095327011,Entire home/apt,120,7,0,,,1,365
4671220,Andrew,,Haringey,51.58961242,-0.142342097,Private room,24,3,2,2014/12/15,0.5,3,228
5835091,Maria,,Lambeth,51.4457742,-0.113918935,Private room,25,1,0,,,1,12
5670394,Louise,,Wandsworth,51.42377493,-0.157214401,Private room,40,1,0,,,1,16
5817805,Jack,,Camden,51.52945039,-0.143762889,Entire home/apt,300,2,0,,,1,365
882206,Pavel,,Westminster,51.51316964,-0.131859766,Entire home/apt,306,2,6,2015/3/1,0.6,31,341
5466141,Outlet,,Westminster,51.51095548,-0.127171249,Entire home/apt,145,7,0,,,12,355
4303723,Esra,,Westminster,51.51821971,-0.196116836,Entire home/apt,120,2,4,2015/2/22,0.7,2,347
5203410,Ann,,Lewisham,51.48687045,-0.042619137,Private room,35,1,6,2015/3/12,3.1,3,63
5183979,Tara,,Tower Hamlets,51.51726686,-0.053550963,Entire home/apt,97,1,3,2015/3/23,1.4,6,289
5255519,Rostislava,,Wandsworth,51.46703452,-0.219249775,Private room,52,1,0,,,2,363
5269354,Greg,,Camden,51.54537239,-0.188352294,Private room,45,1,0,,,1,35
2069627,Annet,,Newham,51.54175928,2.6596E-05,Entire home/apt,73,2,32,2015/3/15,2.1,5,297
2137156,Naomi,,Kensington and Chelsea,51.50999206,-0.214187938,Private room,50,1,46,2015/3/25,3.4,1,307
5860005,Anna,,Camden,51.51850597,-0.128815565,Entire home/apt,215,1,0,,,2,347
3650717,Gui,,Islington,51.53581386,-0.092790444,Entire home/apt,100,6,1,2015/2/24,0.7,1,21
4733126,Agustina,,Lambeth,51.46688746,-0.115077433,Entire home/apt,80,1,1,2015/1/18,0.4,1,102
2115321,Arnold,,Southwark,51.49747681,-0.049588206,Private room,50,1,0,,,1,365
5187506,Kelly,,Lewisham,51.46965795,-0.045637937,Entire home/apt,65,1,0,,,1,3
2239463,Daniel,,Lambeth,51.48334227,-0.121194089,Entire home/apt,139,2,24,2015/2/15,2.1,1,336
4954588,Michael,,Lambeth,51.47781666,-0.122299091,Private room,44,1,12,2015/4/6,5.5,1,256
3735510,Eli,,Southwark,51.46584894,-0.087491171,Private room,50,1,4,2014/11/27,0.5,2,365
1612619,Ashik,,Bromley,51.39594441,0.023562821,Entire home/apt,95,1,4,2014/10/26,0.2,2,269
554935,Rachel,,Kensington and Chelsea,51.51454389,-0.201940915,Private room,149,14,0,,,1,365
4181411,Margaret-Anne,,Hammersmith and Fulham,51.49786021,-0.213067061,Private room,55,2,30,2015/4/6,4.9,1,261
4037714,Irwin Apartments,,Kensington and Chelsea,51.51799246,-0.202273404,Entire home/apt,110,1,0,,,16,365
464922,Theresa,,Lewisham,51.45913276,-0.019515469,Private room,30,1,57,2014/7/3,1.9,1,198
4032451,Nicole,,Kensington and Chelsea,51.49506162,-0.189189184,Entire home/apt,130,1,3,2014/12/8,0.6,3,365
1177238,Athena,,Kensington and Chelsea,51.48804674,-0.162337473,Entire home/apt,222,2,17,2014/9/18,0.8,1,184
3809933,Toby,,Westminster,51.52009301,-0.140250339,Entire home/apt,135,7,2,2014/12/8,0.3,16,320
3536149,Ana,,Lewisham,51.47080943,-0.038784577,Private room,35,1,7,2014/11/24,0.8,1,247
4755427,Mar,,Westminster,51.49675067,-0.129881241,Entire home/apt,190,2,3,2015/4/5,0.8,1,89
3212319,Ashkan,,Westminster,51.53594221,-0.184165606,Entire home/apt,100,2,17,2015/3/22,1.8,2,116
1826829,Blaise & Melodie,,Islington,51.54734629,-0.098698746,Entire home/apt,75,3,2,2014/9/13,0.1,1,4
5796751,Giovanni & Nadia,,Lewisham,51.47483553,-0.035778982,Shared room,18,3,0,,,28,365
2510281,Giovanni & Nadia,,Lewisham,51.47532769,-0.038260652,Private room,96,3,0,,,28,357
500861,Michelle,,Lewisham,51.47156049,-0.042192734,Private room,35,2,17,2015/3/29,0.5,3,335
5741399,Stephanie,,Lewisham,51.46462733,-0.031843389,Private room,40,2,0,,,1,212
1592021,John,,Lewisham,51.463365,-0.027937435,Private room,150,1,0,,,1,365
1176935,Mark,,Greenwich,51.48318679,0.024792584,Private room,25,1,38,2015/4/6,1.7,1,137
4987269,Sakshini,,Greenwich,51.48324611,-0.022610186,Private room,80,2,2,2015/3/31,1.3,5,335
4375467,Katy,,Hackney,51.56558998,-0.099717511,Entire home/apt,110,2,4,2015/4/3,1.3,1,350
2190001,Kamel,,Greenwich,51.4814085,0.006043399,Private room,65,3,0,,,1,310
4577441,Kremena And Alex,,Greenwich,51.47480571,-0.02048774,Entire home/apt,120,2,0,,,25,307
3648000,Mary,,Greenwich,51.48859589,0.003074982,Entire home/apt,145,2,2,2014/12/29,0.4,2,67
4322699,Chris,,Hackney,51.54726436,-0.051689787,Private room,39,1,5,2014/12/21,0.9,1,354
88518,Paola,,Greenwich,51.47834834,0.021623421,Entire home/apt,60,3,7,2015/1/2,0.3,1,90
4166377,Virginie,,Greenwich,51.47823025,-0.011352132,Entire home/apt,125,4,2,2015/4/2,1.3,2,93
89094,Maxine,,Greenwich,51.48209222,0.072477348,Shared room,37,4,0,,,1,365
182802,Heather,,Richmond upon Thames,51.43749705,-0.321648479,Private room,45,1,42,2015/3/23,1.1,1,365
4765976,Merce,,Richmond upon Thames,51.46062762,-0.320393942,Entire home/apt,87,1,4,2015/3/30,2.1,1,300
2466650,Alessandro,,Richmond upon Thames,51.4547355,-0.349261992,Private room,27,1,22,2015/2/11,1.8,1,236
3227314,Elif,,Richmond upon Thames,51.40806279,-0.315056566,Private room,52,1,11,2015/3/2,1.2,1,339
3370968,Joan,,Richmond upon Thames,51.44309256,-0.339168127,Entire home/apt,73,2,7,2015/4/5,0.7,1,250
1107159,Julia,,Richmond upon Thames,51.43505231,-0.311017904,Entire home/apt,189,7,4,2014/8/24,0.2,1,69
3345657,Stef,,Merton,51.41738219,-0.212501258,Private room,47,1,6,2015/3/27,0.8,1,303
1258456,Luke,,Merton,51.41793476,-0.202317713,Private room,80,1,4,2014/10/10,0.2,1,342
4019257,Sonia,,Merton,51.40990396,-0.215606937,Private room,45,3,4,2015/3/12,0.9,3,337
5331721,Andrew,,Merton,51.41789541,-0.208994294,Private room,53,1,2,2015/3/16,1.9,2,287
79129,Danielle,,Merton,51.3971071,-0.21341703,Private room,41,1,34,2015/3/15,1.1,1,315
5519016,Iliana,,Merton,51.42251704,-0.203063344,Private room,25,1,0,,,1,93
2471468,Suzanne,,Merton,51.42934151,-0.200500501,Private room,65,1,13,2014/12/4,1,1,339
3114326,Sean,,Merton,51.42445123,-0.215780224,Private room,150,1,0,,,1,365
5104718,Andrew,,Merton,51.4179742,-0.209393164,Entire home/apt,195,2,0,,,2,318
4478656,Haley,,Wandsworth,51.45149493,-0.153202606,Private room,25,21,0,,,1,130
5408808,Sir Simon,,Wandsworth,51.44029248,-0.199472685,Private room,70,1,0,,,1,325
4828479,Alice,,Wandsworth,51.45695283,-0.182205004,Entire home/apt,256,5,1,2015/1/7,0.3,97,117
4403625,Mari,,Wandsworth,51.46110054,-0.160695044,Entire home/apt,100,4,1,2014/12/30,0.3,11,93
4599647,Davie,,Wandsworth,51.46697677,-0.180388504,Entire home/apt,130,4,0,,,1,285
5138663,Susie,,Wandsworth,51.4441505,-0.145639022,Private room,50,1,5,2015/4/1,2.9,3,326
3786667,Alexandra,,Wandsworth,51.46048913,-0.198577288,Private room,79,1,0,,,1,220
4564973,Katie And Silverio,,Wandsworth,51.45168719,-0.14647875,Private room,55,1,1,2015/3/1,0.8,1,363
2806941,Grech,,Wandsworth,51.47649204,-0.149279099,Private room,25,2,1,2014/12/2,0.2,3,346
4669586,Trine & Tim,,Wandsworth,51.45192904,-0.149967227,Entire home/apt,120,2,17,2015/3/31,4.3,3,57
2630765,Maxime And Fanny,,Wandsworth,51.47537992,-0.174626184,Entire home/apt,119,3,0,,,100,0
3166259,Jenna,,Wandsworth,51.45009333,-0.188330673,Private room,65,1,5,2014/11/9,0.5,1,240
4858469,Jonathan,,Wandsworth,51.45417556,-0.190596907,Entire home/apt,120,3,0,,,1,99
4399587,Daniel,,Wandsworth,51.46282168,-0.235152713,Private room,35,1,0,,,1,353
4553913,Jacqueline,,Wandsworth,51.45886038,-0.17215126,Private room,45,1,0,,,1,350
5325445,Lucinda,,Wandsworth,51.46781289,-0.158944682,Entire home/apt,120,2,2,2015/3/23,2,1,317
3360634,Niki,,Wandsworth,51.46749215,-0.221603267,Entire home/apt,120,2,39,2015/4/5,4.4,3,247
1132764,Tracy,,Wandsworth,51.47510534,-0.158833035,Private room,89,3,0,,,1,365
4482373,Daniel,,Wandsworth,51.46447193,-0.153263473,Private room,80,1,0,,,1,340
5062078,Scotty,,Wandsworth,51.47042087,-0.176703523,Entire home/apt,120,2,10,2015/3/27,5.9,1,253
2133015,Marion,,Wandsworth,51.44613707,-0.162449063,Private room,60,20,0,,,1,365
1981347,Jenny And Jens,,Wandsworth,51.47010882,-0.224017201,Entire home/apt,80,2,7,2014/11/9,0.6,1,69
5854096,Karen,,Wandsworth,51.46012417,-0.213061302,Entire home/apt,100,1,0,,,1,9
2369197,Emma,,Wandsworth,51.46805711,-0.169527539,Entire home/apt,200,1,0,,,2,228
5480741,Madina,,Wandsworth,51.482837,-0.150374488,Entire home/apt,100,3,1,2015/3/23,1,1,237
5541952,Alice,,Wandsworth,51.48142044,-0.149883776,Entire home/apt,135,5,0,,,97,358
4668284,Stephanie,,Wandsworth,51.45593624,-0.187641987,Private room,69,2,0,,,2,360
3224681,Alice,,Wandsworth,51.47783921,-0.165744393,Entire home/apt,186,5,1,2015/1/17,0.4,97,365
2528270,Matthew,,Wandsworth,51.46092422,-0.160392149,Entire home/apt,89,5,2,2014/9/18,0.2,2,49
3601670,Tony,,Wandsworth,51.48108139,-0.148486601,Entire home/apt,120,3,17,2015/2/21,2.3,2,318
1465104,Elena,,Wandsworth,51.46460084,-0.164446236,Private room,75,1,6,2014/11/16,0.6,1,365
5784573,Craig,,Wandsworth,51.46426642,-0.167256964,Private room,30,1,0,,,1,196
3535958,Felicity,,Wandsworth,51.44135806,-0.213772353,Entire home/apt,90,3,9,2014/12/17,1.2,1,64
1739547,Paul,,Wandsworth,51.45225864,-0.179011049,Entire home/apt,99,2,19,2015/3/24,1.2,1,316
88032,Angela,,Wandsworth,51.44592854,-0.206083189,Private room,70,2,13,2015/2/27,0.4,2,322
950998,Nic,,Wandsworth,51.46961479,-0.148011668,Entire home/apt,185,7,21,2014/9/18,1.6,1,365
2574682,Lukasz,,Wandsworth,51.44720046,-0.189938218,Entire home/apt,149,3,0,,,1,361
4495902,Lucy,,Wandsworth,51.42537225,-0.154869179,Private room,40,2,4,2015/3/17,2,2,331
4413050,Jack,,Wandsworth,51.45696534,-0.184568819,Private room,75,1,0,,,1,365
4090349,Matthew,,Wandsworth,51.46244727,-0.16244895,Entire home/apt,99,2,12,2015/3/27,2.3,2,4
4010025,Emma,,Wandsworth,51.45938811,-0.174179832,Private room,60,2,15,2015/4/2,2.4,1,224
3539280,Alec,,Wandsworth,51.4518908,-0.211645037,Entire home/apt,95,2,10,2015/2/28,1.3,1,274
5257573,James,,Wandsworth,51.46597201,-0.181425375,Entire home/apt,475,1,0,,,1,98
4488717,G G,,Wandsworth,51.46043225,-0.16667759,Entire home/apt,88,2,1,2015/1/2,0.3,1,148
3644547,Stella,,Wandsworth,51.4781207,-0.168712047,Private room,35,6,0,,,1,0
1131354,Susanne,,Wandsworth,51.42783267,-0.146028818,Private room,88,2,6,2014/12/3,0.3,3,92
3418560,Ellie,,Wandsworth,51.46359159,-0.165048685,Entire home/apt,99,1,6,2014/11/23,0.7,1,312
5489338,Anna,,Wandsworth,51.45938992,-0.157762475,Entire home/apt,79,4,0,,,1,295
5449401,Alice,,Wandsworth,51.4693723,-0.162799979,Entire home/apt,255,5,0,,,97,351
559776,Alan,,Wandsworth,51.44809418,-0.161667143,Entire home/apt,80,5,15,2013/9/30,0.5,1,283
1636999,Duncan,,Hackney,51.53757023,-0.065463277,Private room,44,1,1,2014/8/11,0.1,1,365
5110517,Manuela,,Wandsworth,51.4550938,-0.15375495,Private room,55,1,0,,,1,278
1296684,Flavio,,Wandsworth,51.47376383,-0.169299528,Entire home/apt,80,4,12,2014/11/29,0.6,1,365
791923,Clem,,Wandsworth,51.45334983,-0.20687179,Entire home/apt,350,4,0,,,1,267
5441224,Diego,,Wandsworth,51.47155969,-0.15992469,Private room,50,1,0,,,1,16
4261560,Lucy,,Wandsworth,51.41864054,-0.144836182,Private room,42,1,0,,,1,88
518506,Ashley & Justine,,Wandsworth,51.43557082,-0.160513664,Private room,47,3,11,2014/8/16,0.3,1,327
4392616,Alice & Charlie,,Wandsworth,51.44271654,-0.191632707,Entire home/apt,80,2,1,2015/1/2,0.3,1,169
4987408,Eddie,,Wandsworth,51.42966546,-0.150936844,Entire home/apt,129,2,0,,,1,147
1974383,Alice,,Wandsworth,51.47477193,-0.15565201,Entire home/apt,126,5,0,,,97,365
1433162,Craig And Jason,,Wandsworth,51.4347359,-0.154469905,Private room,65,2,13,2015/3/6,0.7,1,358
5411608,Catrina,,Wandsworth,51.42536406,-0.155729363,Private room,30,1,2,2015/3/30,2,1,355
1102847,Susanne,,Wandsworth,51.42586731,-0.14432851,Private room,54,1,0,,,3,99
4712208,Simon,,Wandsworth,51.44154861,-0.138181397,Entire home/apt,150,1,3,2015/3/23,0.9,1,291
4115997,Charlotte,,Wandsworth,51.47214463,-0.171411044,Private room,65,1,22,2015/3/15,3.4,1,268
5688653,Megan,,Wandsworth,51.44023963,-0.160200651,Private room,38,1,0,,,1,3
1894346,Maxime And Fanny,,Wandsworth,51.47527713,-0.147130826,Entire home/apt,99,2,11,2014/8/11,0.8,100,326
1770724,Jessica,,Wandsworth,51.44951303,-0.163877169,Private room,65,2,52,2015/3/23,3,1,294
749372,Peter & Charlotta,,Wandsworth,51.44573004,-0.146368164,Entire home/apt,200,7,1,2014/1/2,0.1,1,318
576712,Harumi,,Wandsworth,51.47014227,-0.150151956,Entire home/apt,120,4,5,2014/10/16,0.2,11,309
3305571,Katy,,Wandsworth,51.45505188,-0.203465773,Entire home/apt,200,2,6,2015/1/5,0.8,1,365
5182925,James,,Wandsworth,51.46089887,-0.213628317,Entire home/apt,70,2,1,2015/3/22,1,1,223
5391661,Elizabeth,,Wandsworth,51.46008746,-0.188974941,Entire home/apt,70,5,0,,,1,43
80123,Melanie,,Wandsworth,51.45330465,-0.156464272,Entire home/apt,85,2,54,2015/3/22,1.2,1,236
3735464,Maxime And Fanny,,Wandsworth,51.4625238,-0.191679261,Entire home/apt,169,2,0,,,100,0
3669508,Annelise,,Hammersmith and Fulham,51.48392824,-0.197638708,Entire home/apt,120,1,0,,,1,233
3771537,Audrey,,Hammersmith and Fulham,51.47519052,-0.215343888,Private room,77,1,4,2014/12/21,0.6,3,365
2363931,Laurene,,Hammersmith and Fulham,51.49929171,-0.227067581,Private room,65,1,1,2015/2/15,0.6,1,105
5450761,Alice,,Hammersmith and Fulham,51.48076738,-0.209240359,Entire home/apt,267,5,0,,,97,335
1217128,Hugh,,Islington,51.53224146,-0.120562198,Entire home/apt,120,7,8,2014/9/20,0.4,1,343
549066,Mac,,Southwark,51.47884325,-0.091564479,Private room,45,1,66,2014/11/8,2,3,365
1465081,Chey,,Southwark,51.49394991,-0.078234343,Private room,30,3,3,2014/12/16,0.2,1,236
946385,Prudence,,Tower Hamlets,51.52526183,-0.058459994,Entire home/apt,70,1,22,2015/3/15,0.9,1,260
1089187,Camilla,,Kensington and Chelsea,51.48918784,-0.195535511,Entire home/apt,150,2,23,2015/1/3,1,1,363
5289541,Natalia,,Hammersmith and Fulham,51.48874869,-0.207936283,Entire home/apt,52,1,0,,,29,16
5315141,Abigail,,Kensington and Chelsea,51.49292542,-0.190283554,Entire home/apt,100,1,1,2015/2/22,0.7,10,365
5611439,Ann,,Tower Hamlets,51.53716632,-0.030698182,Private room,48,1,0,,,1,319
5828773,Maeva,,Hammersmith and Fulham,51.49067908,-0.213585901,Entire home/apt,239,3,0,,,2,365
5178687,Abe,,Westminster,51.51256205,-0.133185147,Entire home/apt,70,1,0,,,4,0
3305710,Rob,,Lambeth,51.43394671,-0.125042625,Private room,40,1,2,2014/11/7,0.2,4,247
89816,Harumi,,Westminster,51.50776104,-0.12334463,Entire home/apt,150,7,1,2014/10/16,0.2,11,224
4162929,Gordon,,Tower Hamlets,51.49702921,-0.021654299,Shared room,50,1,4,2014/12/3,0.6,1,364
1048690,Maggie,,Camden,51.51709607,-0.127165247,Entire home/apt,95,1,69,2015/3/14,2.9,11,311
986290,Caio & Louise,,Camden,51.52157109,-0.113453538,Entire home/apt,199,1,34,2015/2/19,1.4,4,13
3797906,Ivanilda,,Tower Hamlets,51.51314716,-0.048731994,Private room,33,1,13,2015/3/5,1.8,3,316
2750838,Phil,,Tower Hamlets,51.52577669,-0.068287722,Entire home/apt,200,2,0,,,1,40
638832,Alice And Jason,,Tower Hamlets,51.52836169,-0.071555624,Entire home/apt,180,2,15,2014/9/29,0.5,6,19
4657332,Pierre,,Tower Hamlets,51.5259173,-0.068352136,Private room,50,1,0,,,1,107
5733929,Ciara,,Tower Hamlets,51.51810186,-0.038410342,Private room,37,1,1,2015/4/3,1,1,7
888158,Mark,,Tower Hamlets,51.50522975,-0.055794079,Entire home/apt,115,6,11,2015/2/12,0.4,1,145
103682,Rachel,,Tower Hamlets,51.53326694,-0.030035475,Private room,60,2,1,2012/11/7,0,1,212
4661006,Magnus,,Tower Hamlets,51.52540283,-0.073646977,Private room,80,1,0,,,1,365
3989641,Emmanuel,,Islington,51.54747971,-0.094135431,Private room,50,1,4,2014/11/8,0.6,2,214
2056695,Vee,,Islington,51.56654617,-0.110616009,Private room,40,7,5,2015/1/18,1.3,1,365
2384163,Liz,,Islington,51.53321118,-0.098818665,Private room,55,1,13,2015/2/20,0.9,2,351
4159050,Alessandra,,Islington,51.52950748,-0.104583426,Private room,70,2,6,2015/2/28,0.9,1,325
4547190,Angela,,Islington,51.55526249,-0.092996729,Entire home/apt,60,3,0,,,1,122
3096210,Jesús And Carlos,,Hackney,51.53818815,-0.085033553,Private room,44,1,7,2015/1/2,0.7,4,364
872512,Michele,,Croydon,51.41938834,-0.083941499,Private room,35,2,11,2015/3/16,0.5,2,360
391276,Carla,,Hounslow,51.43970602,-0.376470037,Private room,18,3,27,2015/3/13,0.8,1,314
670714,Dr. P.Sanehi,,Hillingdon,51.51727866,-0.419375104,Entire home/apt,95,1,3,2015/2/20,0.4,4,358
3786409,Mo,,Barnet,51.58271081,-0.216547227,Private room,33,1,6,2015/4/1,1.1,1,364
1488085,Luis Sergio,,Lambeth,51.4832999,-0.122226507,Entire home/apt,141,3,37,2015/2/22,2.1,10,193
4953866,Amelie,,Hackney,51.54369067,-0.057561008,Private room,30,3,3,2015/3/3,1,13,342
3518441,Tom,,Hackney,51.53142318,-0.092966027,Entire home/apt,108,3,3,2015/1/4,0.5,1,259
4380477,Victor,,Hackney,51.52756516,-0.081452929,Entire home/apt,120,3,3,2015/3/9,0.6,1,127
2986552,Chris,,Hackney,51.55062899,-0.073705262,Private room,35,7,0,,,1,309
4428745,Donna,,Lambeth,51.47653841,-0.133068169,Private room,60,1,1,2014/11/10,0.2,2,141
5227393,Deanne,,Lambeth,51.47565835,-0.133584563,Private room,70,1,0,,,1,365
933693,Musa,,Southwark,51.477787,-0.076123016,Private room,20,1,55,2015/3/22,2.9,1,303
5815138,Deborah,,Lewisham,51.46841444,-0.037821579,Entire home/apt,64,6,0,,,3,306
298743,Robin And Stephen,,Lewisham,51.43193187,-0.071118084,Private room,120,4,0,,,1,365
1759159,Margaret,,Hammersmith and Fulham,51.48410504,-0.196024126,Private room,45,2,14,2015/3/30,1.1,2,345
1652601,Anthony,,Kensington and Chelsea,51.49806823,-0.207460854,Entire home/apt,120,2,3,2015/2/19,0.3,13,341
4247431,Adrien,,Kensington and Chelsea,51.51425859,-0.211427298,Entire home/apt,179,1,2,2015/1/3,0.5,1,49
538600,Manfredi,,Tower Hamlets,51.52250997,-0.074115395,Private room,70,1,1,2014/6/20,0.1,2,365
4414026,Florina,,Camden,51.51416632,-0.129170758,Private room,900,1,2,2014/12/15,0.5,20,361
